Item_Weight,Item_Visibility,Item_MRP,Item_Outlet_Sales,Outlet_age,Item_Fat_Content_Low Fat,Item_Fat_Content_Regular,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3,new_Item_Identifier_Drinks,new_Item_Identifier_Food,new_Item_Identifier_Non-consumable
0.9047294998298742,0.5054726600421008,0.3067045632602707,2174.5028,0.2916666666666667,1,0,0,1,0,0,0,1,0
0.8809118747873427,0.7621952098474931,0.7119683683771041,2085.2856,0.5,1,0,0,1,0,0,1,0,0
0.37053419530452536,0.6926017445303925,0.5723175697520126,3791.0652,0.4166666666666667,1,0,0,1,0,0,0,0,1
0.5649979710198152,0.45198031080590556,0.47987817818671546,2797.6916,1.0,0,1,0,0,0,1,0,1,0
0.29227628445049336,0.8851740045908831,0.4524623199300248,1609.9044,0.0,0,1,0,0,1,0,1,0,0
0.5649979710198152,0.9658749945095377,0.028250879152047197,388.1614,1.0,0,1,0,0,0,1,0,1,0
0.5649979710198152,0.1850860004375563,0.27931448949678583,2180.495,1.0,1,0,0,0,0,1,0,1,0
0.5985028921401837,0.7994243021909135,0.9884644144242422,3435.528,0.5,1,0,0,1,0,0,0,1,0
0.3569241238516503,0.18781285737496525,0.46963479240507844,2150.534,0.9166666666666666,1,0,0,1,0,0,0,1,0
0.6155154814562777,0.9231059084421319,0.8014197338643617,2527.3768,0.4166666666666667,1,0,0,1,0,0,0,1,0
0.516842463422933,0.3127274380618473,0.4721269628445452,373.5138,0.9166666666666666,0,1,0,1,0,0,0,1,0
0.12691391629806056,0.6942807109640566,0.7279666547000172,358.2004,0.4583333333333333,1,0,1,0,0,0,0,1,0
0.7686287853011228,0.953926617105608,0.14544437590617618,2576.646,0.5,0,1,0,1,0,0,0,1,0
0.19292276284450494,0.518786188772941,0.558289813736788,3134.5864,0.5,1,0,0,1,0,0,0,0,1
0.3633889077917659,0.20299143662396826,0.4252418287949319,810.9444,0.9166666666666666,0,1,0,1,0,0,0,1,0
0.43143926505614155,0.4966616776584189,0.818605098586018,3121.2704,0.08333333333333333,1,0,0,1,0,0,0,1,0
0.315753657706703,0.3602344497742196,0.3712580254235102,2117.244,0.2916666666666667,1,0,0,1,0,0,0,0,1
0.2592718611772712,0.5525489772678536,0.03352281630135331,796.9626,0.4166666666666667,1,0,0,1,0,0,1,0,0
0.5649979710198152,0.4646690966588674,0.7375574944612925,892.172,1.0,1,0,1,0,0,0,0,1,0
0.2323919700578428,0.2948966786281986,0.2779836129628564,1062.6168,0.2916666666666667,0,1,0,1,0,0,0,1,0
0.5649979710198152,0.06880552134150411,0.03468411020689079,484.7024,1.0,1,0,0,0,0,1,0,1,0
0.6189179993194964,0.6090151550336899,0.7672572637892494,1118.5439999999999,0.2916666666666667,0,1,0,1,0,0,0,1,0
0.8877169105137803,0.3080642942116031,0.6622776831244459,2302.3364,0.2916666666666667,1,0,0,1,0,0,1,0,0
0.7516161959850289,0.8219240312634605,0.6886760456107851,3435.528,0.5,0,1,0,1,0,0,0,1,0
0.7686287853011228,0.9531087442518212,0.13850239696615688,599.22,0.9166666666666666,0,1,0,1,0,0,0,1,0
0.22456617897243966,0.06262249306456426,0.7850822822846647,2285.0256,0.08333333333333333,1,0,0,1,0,0,0,1,0
0.26097312010888063,0.16670129011241333,0.41020946925595864,2290.3520000000003,0.5,0,1,0,1,0,0,0,1,0
0.5644777135079959,0.23962590259727398,0.6994152870309949,1207.0954,0.4166666666666667,1,0,0,1,0,0,0,1,0
0.5649979710198152,0.8899934185556525,0.2910196577009356,643.1628,1.0,1,0,1,0,0,0,0,1,0
0.982987410683906,0.8805894402061899,0.3653077577606366,1587.933,0.08333333333333333,1,0,0,1,0,0,0,1,0
0.21810139503232392,0.45069095307866186,0.34997490970468825,1697.79,0.5,1,0,0,1,0,0,0,1,0
0.49302483838040156,0.08494144492551509,0.7390450613770109,1427.4752,0.5,0,1,0,1,0,0,0,1,0
0.5649979710198152,0.22468754622856218,0.6946263132736588,3091.9752,1.0,0,1,0,0,0,1,0,1,0
0.7448111602585914,0.9924377384795879,0.7225251349223193,2479.4392,0.08333333333333333,0,1,0,1,0,0,0,1,0
0.10207553589656346,0.1763832256459329,0.6431346803417042,2716.4640000000004,0.20833333333333334,1,0,0,1,0,0,0,1,0
0.5649979710198152,0.2867078175813543,0.6181981002778775,3285.723,1.0,0,1,0,0,0,1,0,1,0
0.11908812521265737,0.9659098280392026,0.31910095422459084,661.8052,0.5,0,1,0,1,0,0,0,1,0
0.2953385505273903,0.8217465830739524,0.042761598559241866,690.4346,0.4166666666666667,1,0,0,1,0,0,1,0,0
0.3569241238516503,0.1680995197901798,0.4128454378306117,1274.3412,0.20833333333333334,1,0,0,1,0,0,0,0,1
0.5649979710198152,0.049611293038397494,0.44007882121230746,487.3656,1.0,1,0,1,0,0,0,0,1,0
0.2854712487240558,0.5740009127984643,0.7743559331110578,3755.112,0.20833333333333334,0,1,0,1,0,0,0,1,0
0.2854712487240558,0.5741149318049825,0.7763393556653491,1314.2892,0.5,0,1,0,1,0,0,0,1,0
0.595100374276965,0.48578177898221586,0.5939398507276186,1805.6496,0.2916666666666667,1,0,0,1,0,0,0,1,0
0.5649979710198152,0.3411692614777814,0.7301196598827004,2854.9504,1.0,0,1,0,0,0,1,0,1,0
0.25552909152773057,0.9072597229018977,0.7329381033323482,3896.2616,0.4166666666666667,0,1,0,1,0,0,0,1,0
0.8298741068390609,0.17176871622274806,0.037150496153151975,667.7974,0.9166666666666666,0,1,0,1,0,0,1,0,0
0.8536917318815925,0.34902131760302524,0.5449146037419249,2247.7408,0.9166666666666666,0,1,0,1,0,0,0,1,0
0.4045593739367132,0.9130732216469047,0.6536914468869192,1794.3310000000001,0.9166666666666666,0,1,0,1,0,0,0,1,0
0.14154474310990134,0.5054726600421008,0.446368254131965,2530.7058,0.2916666666666667,0,1,0,1,0,0,0,1,0
0.6529431779516843,0.2613048580419332,0.050199433137833996,812.2760000000001,0.9166666666666666,1,0,0,1,0,0,1,0,0
0.595100374276965,0.6159625574866362,0.9978598870639197,699.09,0.5,1,0,0,1,0,0,0,1,0
0.2949982987410684,0.015601017607714953,0.3526108782793413,2732.4432,0.08333333333333333,1,0,0,1,0,0,0,1,0
0.5649979710198152,0.49329840381147827,0.7221988619121384,176.437,1.0,0,1,1,0,0,0,0,1,0
0.30928887376658726,0.5054726600421008,0.7036955129031555,3151.8972,0.2916666666666667,0,1,0,1,0,0,0,1,0
0.19938754678462065,0.529540368384413,0.38544247182052405,2542.0244,0.20833333333333334,1,0,0,1,0,0,0,1,0
0.4794147669275264,0.30383634727802517,0.5406085933765588,2552.6772,0.08333333333333333,1,0,0,1,0,0,1,0,0
0.4828172847907452,0.2949779811045353,0.9707831940640129,1141.847,0.0,1,0,0,0,1,0,0,1,0
0.5746852670976522,0.2564043840053482,0.08039505810436372,680.4476,0.08333333333333333,1,0,0,1,0,0,0,0,1
0.5508676420551208,0.48030960196305006,0.6335438405804287,2085.9514,0.2916666666666667,1,0,0,1,0,0,1,0,0
0.27526369513439947,0.295921249817025,0.7877311431059206,3036.048,0.20833333333333334,0,1,0,1,0,0,0,1,0
0.547465124191902,0.3675120475854943,0.15584445206960226,866.8716,0.08333333333333333,1,0,0,1,0,0,0,1,0
0.8945219462402177,0.06493420801934273,0.3161129281465511,868.8689999999999,0.20833333333333334,1,0,0,1,0,0,0,1,0
1.0,0.7981154389798817,0.1066367302089139,928.1252,0.08333333333333333,1,0,0,1,0,0,0,1,0
0.2943177951684247,0.6717375834021034,0.5973979479510254,762.341,0.9166666666666666,1,0,0,1,0,0,1,0,0
0.6087104457298401,0.5582933422434772,0.6396636908716944,1438.128,0.5,1,0,0,1,0,0,0,0,1
0.2949982987410684,0.045156067625948634,0.34913988880933156,101.2016,0.4583333333333333,1,0,1,0,0,0,0,1,0
0.22456617897243966,0.06247847245849931,0.7796278702603638,952.0939999999999,0.0,1,0,0,0,1,0,0,1,0
0.18237495746852675,0.5921209577874504,0.4202832724092038,1969.4364,0.5,1,0,0,1,0,0,0,0,1
0.16093909493024838,0.2824607691715231,0.1452619010311814,1314.2892,0.2916666666666667,1,0,0,1,0,0,0,1,0
0.32289894521946244,0.32025582759052784,0.29516897768451283,535.3032,0.08333333333333333,1,0,0,1,0,0,0,1,0
0.9489622320517183,0.43020150085890385,0.500012892246603,263.6568,0.4583333333333333,1,0,1,0,0,0,0,0,1
0.23579448792106159,0.13164187175462766,0.6114257039662501,1402.1748,0.20833333333333334,1,0,0,1,0,0,0,0,1
0.315753657706703,0.36164345837301903,0.36629946903778215,1693.7952,0.08333333333333333,1,0,0,1,0,0,0,0,1
0.5610751956447771,0.7082022369283121,0.3684395819738624,2143.876,0.2916666666666667,1,0,0,1,0,0,0,0,1
0.8196665532494046,0.1943064381638834,0.7256569591355451,2676.5159999999996,0.4166666666666667,1,0,0,1,0,0,0,0,1
0.6427356243620279,0.5054726600421008,0.10796760674284328,905.488,0.20833333333333334,0,1,0,1,0,0,0,1,0
0.8877169105137803,0.636245674978136,0.6416471134259857,1597.92,0.20833333333333334,1,0,0,1,0,0,0,0,1
0.18237495746852675,0.5920035289573371,0.4277211069877959,1969.4364,0.20833333333333334,1,0,0,1,0,0,0,0,1
0.6325280707723715,0.18121578601589003,0.6457577566697543,1794.3310000000001,0.0,0,1,0,0,1,0,0,1,0
0.6189179993194964,0.5626592658303969,0.8248687470124697,2768.3964,0.0,0,1,0,0,1,0,0,1,0
0.5649979710198152,0.30792470960827206,0.0,898.83,1.0,1,0,0,0,0,1,1,0,0
0.19122150391289558,0.3150091514170791,0.9663333855634606,3169.208,0.5,1,0,0,1,0,0,0,1,0
0.9387546784620621,0.08489376395623831,0.9534540312071704,3589.9936,0.0,1,0,0,0,1,0,0,0,1
0.06192582511058184,0.5054726600421008,0.5021658974292861,262.3252,0.0,0,1,0,0,1,0,0,1,0
0.6325280707723715,0.2213523024243975,0.5435837272079956,1701.7848,0.08333333333333333,1,0,0,1,0,0,1,0,0
0.6427356243620279,0.4589693502754055,0.6112690135844611,2471.4496,0.9166666666666666,0,1,0,1,0,0,0,1,0
0.6427356243620279,0.30985884720102125,0.11639715259858104,1331.6,0.9166666666666666,0,1,0,1,0,0,0,1,0
0.5649979710198152,0.5962564031558225,0.3258733505362183,1808.9786,1.0,1,0,0,0,0,1,0,1,0
0.09186798230690714,0.3414955541233219,0.9483516766862563,3315.684,0.0,1,0,0,0,1,0,0,1,0
0.18475671997277984,0.545436359973558,0.41137076316149623,2618.5914,0.5,1,0,0,1,0,0,1,0,0
0.10888057162300105,0.7359819243150384,0.908734794586843,2769.728,0.5,0,1,0,1,0,0,0,1,0
0.7243960530792786,0.1434451296519973,0.9202703801626009,2838.9712,0.08333333333333333,1,0,0,1,0,0,0,1,0
0.516842463422933,0.3144046915035632,0.4646891282659531,1743.0644,0.0,0,1,0,0,1,0,0,1,0
0.547465124191902,0.3668881468293958,0.15187760696101982,619.194,0.0,1,0,0,0,1,0,0,1,0
0.6767608029942157,0.1284500748658283,0.6621209927426569,2120.573,0.20833333333333334,1,0,0,1,0,0,0,0,1
0.8196665532494046,0.964318749404695,0.7030429668827937,3823.0236,0.08333333333333333,1,0,0,1,0,0,0,1,0
0.49302483838040156,0.43470482740846594,0.5957536906535179,1360.2294,0.9166666666666666,0,1,0,1,0,0,0,1,0
0.5814903028240898,0.3278997794345104,0.7315943345518159,3969.4996,0.9166666666666666,0,1,0,1,0,0,0,1,0
0.9047294998298742,0.5054726600421008,0.8195968098631636,585.2382,0.4583333333333333,1,0,1,0,0,0,0,1,0
0.5270500170125894,0.49430586124112347,0.30440775994240143,1010.6844,0.2916666666666667,0,1,0,1,0,0,0,1,0
0.49302483838040156,0.765495078751896,0.2487796992734723,161.1236,0.4583333333333333,1,0,1,0,0,0,0,0,1
0.4589996597482137,0.03005778891459562,0.8273480252053338,988.7130000000001,0.2916666666666667,1,0,0,1,0,0,0,1,0
0.08132017693092891,0.5779970806092317,0.404259201593085,1374.2112,0.9166666666666666,0,1,0,1,0,0,0,1,0
0.46240217761143243,0.33606233959082826,0.34071034295359387,1012.0160000000001,0.0,0,1,0,0,1,0,0,1,0
0.5649979710198152,0.7318923903629401,0.6667403838716012,657.8104,1.0,0,1,1,0,0,0,0,1,0
0.6427356243620279,0.2046955404064581,0.4915962386374681,778.9860000000001,0.4166666666666667,1,0,0,1,0,0,0,0,1
0.13405920381082004,0.7018531696346516,0.2667614081506766,2233.0932,0.4166666666666667,1,0,0,1,0,0,0,0,1
0.4964273562436203,0.3766322106416425,0.6588066936544362,3124.5994,0.2916666666666667,0,1,0,1,0,0,0,1,0
0.8026539639333108,0.1378227749519336,0.09343110284244284,467.3916,0.0,1,0,0,0,1,0,0,1,0
0.4045593739367132,0.3055973353214383,0.03136981111867015,540.6296,0.5,1,0,0,1,0,0,0,1,0
0.982987410683906,0.7574206487992557,0.08321350155401158,992.7078,0.5,0,1,0,1,0,0,0,1,0
0.5649979710198152,0.7683330781621742,0.15683616334674788,2105.2596,1.0,0,1,0,0,0,1,0,1,0
0.9659748213678122,0.3924671243716511,0.3636506082165262,745.696,0.2916666666666667,1,0,0,1,0,0,0,0,1
0.04797550187138483,0.30857925029582245,0.6475715965956534,3275.736,0.20833333333333334,0,1,0,1,0,0,0,1,0
0.9319496427356244,0.4102251139681016,0.5401127377379858,1701.7848,0.2916666666666667,1,0,0,1,0,0,0,1,0
0.7448111602585914,0.31423919385693944,0.24943224529383415,327.5736,0.4583333333333333,0,1,1,0,0,0,0,1,0
0.6189179993194964,0.5022475019971708,0.07165213148504798,780.9834,0.4166666666666667,1,0,0,1,0,0,0,1,0
0.7856413746172168,0.16201038286436623,0.7839209883791273,3630.6074,0.2916666666666667,1,0,0,1,0,0,1,0,0
0.5649979710198152,0.3884040367527917,0.37720829308638404,317.5866,1.0,0,1,1,0,0,0,0,1,0
0.33650901667233757,0.3094996602619838,0.008429545855737757,133.16,0.20833333333333334,1,0,0,1,0,0,1,0,0
0.6869683565838721,0.5054726600421008,0.6459273392981462,324.9104,0.4583333333333333,1,0,1,0,0,0,0,0,1
0.10581830554610415,0.5054726600421008,0.49588935675623136,260.9936,0.4583333333333333,0,1,1,0,0,0,0,1,0
0.12010888057162304,0.5054726600421008,0.0445883307317441,1139.1838,0.20833333333333334,1,0,0,1,0,0,0,1,0
0.05920381082000681,0.901302082348565,0.2829421693485845,1416.8224,0.08333333333333333,0,1,0,1,0,0,0,1,0
0.7686287853011228,0.8601829388135114,0.029555971192770817,265.6542,0.5,0,1,0,1,0,0,0,1,0
0.20040830214358626,0.38351099645485004,0.4483387844396534,3552.7088,0.08333333333333333,1,0,0,1,0,0,0,1,0
0.5508676420551208,0.4788561525354042,0.6459402315447489,2406.867,0.9166666666666666,1,0,0,1,0,0,1,0,0
0.5649979710198152,0.10942370361334967,0.89584254798395,213.05599999999998,1.0,1,0,1,0,0,0,0,0,1
0.5649979710198152,0.3731435974970538,0.5992117878769246,153.134,1.0,1,0,1,0,0,0,1,0,0
0.3024838380401497,0.5054726600421008,0.24036304566433744,1649.8524,0.20833333333333334,1,0,0,1,0,0,0,1,0
0.5649979710198152,0.7917486761561897,0.7469529671009701,3101.2964,1.0,1,0,0,0,0,1,0,1,0
0.6495406600884654,0.989503302470713,0.2733642218339121,1133.8574,0.2916666666666667,1,0,0,1,0,0,0,1,0
0.20381082000680503,0.19061060147445946,0.6002034991540703,2603.278,0.20833333333333334,1,0,0,1,0,0,0,1,0
0.5746852670976522,0.7736791159487728,0.06999498194093767,605.878,0.5,1,0,0,1,0,0,0,0,1
0.5649979710198152,0.3231976407769912,0.8012759357291755,2293.0152,1.0,1,0,0,0,0,1,1,0,0
0.5649979710198152,0.6396795451017367,0.4338151727858558,119.1782,1.0,0,1,1,0,0,0,0,1,0
0.5270500170125894,0.49281246354842023,0.3058953268581198,1929.4884,0.9166666666666666,0,1,0,1,0,0,0,1,0
0.5649979710198152,0.6543295612927428,0.3897484821858903,2074.6328,1.0,1,0,0,0,0,1,0,1,0
0.5649979710198152,0.4434152945035551,0.24134186469488017,241.6854,1.0,1,0,0,0,0,1,0,0,1
0.7686287853011228,0.13759537527080223,0.05663266419267759,639.168,0.08333333333333333,1,0,0,1,0,0,0,0,1
0.9727798570942499,0.3916471506786826,0.7978049462591659,3248.4382,0.20833333333333334,1,0,0,1,0,0,0,0,1
0.6495406600884654,0.6819854365303031,0.9806874145888662,3225.1352,0.20833333333333334,1,0,0,1,0,0,1,0,0
0.5066349098332766,0.24540601415959148,0.7343998857548609,3440.8544,0.9166666666666666,1,0,0,1,0,0,0,1,0
0.516842463422933,0.44311530274854083,0.6553485964310294,974.7312,0.20833333333333334,0,1,0,1,0,0,0,1,0
0.3773392310309629,0.19014017510074413,0.2185582898137368,535.969,0.4166666666666667,1,0,0,1,0,0,0,1,0
0.5649979710198152,0.4410042098554762,0.5987159322383518,306.268,1.0,1,0,1,0,0,0,1,0,0
0.21980265396393334,0.6890074430146564,0.14955501914994476,759.012,0.4166666666666667,1,0,0,1,0,0,0,1,0
0.49302483838040156,0.7272385467661507,0.46947810202328927,1877.556,0.9166666666666666,0,1,0,1,0,0,0,1,0
0.26845865940796193,0.7665129595759435,0.09838965922817093,259.66200000000003,0.08333333333333333,1,0,0,1,0,0,0,1,0
0.8877169105137803,0.5874391568692415,0.3948508367068045,1687.8029999999999,0.2916666666666667,0,1,0,1,0,0,0,1,0
0.2092548485879551,0.464431402865745,0.3181092429474453,1418.154,0.20833333333333334,1,0,0,1,0,0,1,0,0
0.2953385505273903,0.5572952901092459,0.7187278724421287,1764.37,0.2916666666666667,1,0,0,1,0,0,0,1,0
0.8026539639333108,0.7022631080002316,0.8128115213049333,2553.343,0.9166666666666666,1,0,0,1,0,0,0,0,1
0.8877169105137803,0.42558458355081064,0.059777380652506346,1006.6896,0.9166666666666666,1,0,0,1,0,0,0,1,0
0.23273222184416467,0.0892394063649028,0.2674397386642442,1081.925,0.9166666666666666,1,0,0,1,0,0,0,1,0
0.7686287853011228,0.32243379181078013,0.026907110371514883,308.9312,0.08333333333333333,1,0,0,1,0,0,0,1,0
0.7584212317114665,0.3360659029372868,0.7307722059030621,2516.724,0.9166666666666666,1,0,0,1,0,0,0,1,0
0.30146308268118405,0.43836759204107745,0.4836625484203032,1428.141,0.5,0,1,0,1,0,0,0,1,0
0.13848247703300443,0.8236480768578763,0.26974943422871633,1929.4884,0.9166666666666666,1,0,0,1,0,0,0,1,0
0.8366791425654986,0.26515399135042494,0.2983008018977387,2082.6224,0.5,1,0,0,1,0,0,0,1,0
0.8877169105137803,0.5896708864122474,0.39286741415251325,450.0808,0.08333333333333333,0,1,0,1,0,0,0,1,0
0.5649979710198152,0.32864782362595346,0.470626503682224,3668.558,1.0,1,0,0,0,0,1,0,1,0
0.21980265396393334,0.28048941440465275,0.35655193889471787,736.3748,0.0,0,1,0,0,1,0,0,1,0
0.5649979710198152,0.22860981298103358,0.34566889933932193,2125.2336,1.0,1,0,0,0,0,1,0,0,1
0.11602585913576047,0.050835064182414645,0.5942661237377994,2267.049,0.20833333333333334,0,1,0,1,0,0,0,1,0
0.9285471248724055,0.6381407612025554,0.5756060843470275,296.9468,0.4583333333333333,1,0,1,0,0,0,0,1,0
0.5746852670976522,0.776948425723231,0.07445768268809294,559.2719999999999,0.0,1,0,0,0,1,0,0,0,1
0.28172847907451515,0.9384832674784891,0.3184355159576262,1237.7222,0.4166666666666667,1,0,0,1,0,0,0,0,1
0.18475671997277984,0.5466010975365657,0.4078997736914865,569.259,0.2916666666666667,1,0,0,1,0,0,1,0,0
0.5649979710198152,0.4589304524299389,0.7079886310219188,3866.9664,1.0,0,1,0,0,0,1,0,1,0
0.5644777135079959,0.2400842491456938,0.8290051747494441,1379.5376,0.2916666666666667,1,0,0,1,0,0,0,1,0
0.17148690030622663,0.4444884597186873,0.5524962364557032,1869.5664,0.0,1,0,0,0,1,0,0,1,0
0.24770330044232736,0.22525494249082023,0.3126677231697472,925.462,0.4166666666666667,1,0,0,1,0,0,0,1,0
0.17250765566519224,0.029405704592857858,0.08237848065865495,583.2408,0.20833333333333334,1,0,0,1,0,0,0,1,0
0.10479755018713849,0.6271968192519093,0.5460630054008596,1418.154,0.5,1,0,0,1,0,0,0,0,1
0.10854031983667918,0.34499215045680165,0.3374218283585789,2364.9216,0.5,1,0,0,1,0,0,0,1,0
0.5649979710198152,0.1931354950451385,0.28112832942268523,3251.7672,1.0,0,1,0,0,0,1,0,1,0
0.5649979710198152,0.8171443393195291,0.46599422030667675,254.3356,1.0,0,1,1,0,0,0,0,1,0
0.17148690030622663,0.5054726600421008,0.33081901467534347,874.8612,0.0,1,0,0,0,1,0,0,1,0
0.12861517522967,0.21102981294418816,0.30422528506740665,1039.9796,0.5,1,0,0,1,0,0,0,1,0
0.7107859816264035,0.4105003804619759,0.13834570658436784,527.3136,0.5,0,1,0,1,0,0,0,1,0
0.1439265056141545,0.9684375415824756,0.286909014457167,2390.8878,0.5,0,1,0,1,0,0,0,1,0
0.5649979710198152,0.2130635949553615,0.14346095335188494,1677.816,1.0,0,1,0,0,0,1,0,1,0
0.826471588975842,0.3942577261673773,0.40376334595451224,801.6232,0.9166666666666666,0,1,0,1,0,0,0,1,0
0.17114664851990477,0.7295280897874103,0.4179735768447317,1267.0174,0.2916666666666667,1,0,0,1,0,0,0,1,0
0.13099693773392315,0.24558768826791536,0.5787508008068563,886.8456,0.2916666666666667,1,0,0,1,0,0,0,1,0
0.7107859816264035,0.3699285216940896,0.15533570418442655,958.752,0.08333333333333333,1,0,0,1,0,0,1,0,0
0.44879210615855736,0.038397175088817834,0.5884854387033177,1956.1204,0.08333333333333333,0,1,0,1,0,0,0,1,0
0.8026539639333108,0.23381629040475316,0.6634260847833805,994.7052,0.9166666666666666,1,0,0,1,0,0,0,1,0
0.3433140523987751,0.15149442225581194,0.34714357400843737,1754.3829999999998,0.2916666666666667,0,1,0,1,0,0,0,1,0
0.5649979710198152,0.12700103720046438,0.48945612570138786,3340.9844,1.0,1,0,0,0,0,1,0,0,1
0.5985028921401837,0.3599686532169649,0.9194482515138472,3918.8988,0.2916666666666667,1,0,0,1,0,0,0,1,0
0.5649979710198152,0.13771506654311147,0.48648099186995103,2055.9904,1.0,0,1,0,0,0,1,0,1,0
0.064307587614835,0.3516765359243339,0.34715646625504026,3339.6528,0.5,1,0,0,1,0,0,0,0,1
0.7584212317114665,0.27879914384016014,0.4542761598559241,1992.0736,0.08333333333333333,0,1,0,1,0,0,0,1,0
0.2272881932630146,0.7395551366374492,0.3626846814325865,2870.9296,0.08333333333333333,0,1,0,1,0,0,0,1,0
0.5649979710198152,0.06770523106047421,0.6606205335803357,2807.0128,1.0,0,1,0,0,0,1,0,1,0
0.8707043211976864,0.47854434760006764,0.2821071484532279,539.298,0.9166666666666666,0,1,0,1,0,0,0,1,0
0.5649979710198152,0.7182383093066821,0.7916850959679003,383.5008,1.0,1,0,1,0,0,0,0,1,0
0.7686287853011228,0.8418746747941348,0.1403291291386591,703.0848,0.4166666666666667,1,0,0,1,0,0,1,0,0
0.10990132698196667,0.057149120183094926,0.17400863582180137,1937.4779999999998,0.4166666666666667,1,0,0,1,0,0,0,1,0
0.9965974821367811,0.5983622681913847,0.8247120566306807,3142.5759999999996,0.4166666666666667,1,0,0,1,0,0,0,0,1
0.826471588975842,0.5054726600421008,0.7434819776309604,2554.0088,0.0,1,0,0,0,1,0,0,1,0
0.2323919700578428,0.24950092141190483,0.7078448328867327,2586.633,0.5,1,0,0,1,0,0,1,0,0
0.21469887716910516,0.5100674476035356,0.11903312117323411,1255.6988,0.4166666666666667,0,1,0,1,0,0,0,1,0
0.17148690030622663,0.44256796142031857,0.5500169582628391,3163.8816,0.5,1,0,0,1,0,0,0,1,0
0.4794147669275264,0.6088787297692823,0.24117228206648827,1137.1864,0.5,0,1,0,1,0,0,0,1,0
0.5134399455597142,0.10763241500481402,0.7302763502644892,898.83,0.0,1,0,0,0,1,0,1,0,0
0.37053419530452536,0.5640352993341924,0.43116631196459987,2756.4120000000003,0.5,1,0,0,1,0,0,0,0,1
0.6665532494045594,0.6236493179690238,0.25093270445615545,878.8560000000001,0.2916666666666667,1,0,0,1,0,0,0,1,0
0.3974140864239537,0.8782865245355232,0.13354384058042879,659.1419999999999,0.4166666666666667,1,0,0,1,0,0,0,1,0
0.315753657706703,0.6054250471161667,0.38413737977980045,2588.6304,0.08333333333333333,0,1,0,1,0,0,0,1,0
0.7584212317114665,0.9662644820136977,0.3910535742266139,1230.3984,0.08333333333333333,0,1,0,1,0,0,0,1,0
